,comment,off
7125,يتبرعون في اوروبا بأموال الشعب الجزاءري المقهور.,0
2354,مستوى ديال الزبل,1
7736,الله يعتيكم لحبس ونتهناو منكم,1
3850,العبادي يلغي مناصب السنة.,0
520,"ترجلوووو  معااانا أ المرض راااكوووم أصلا لااعبين نااقصين 😏""",1
6800,اواه واش عندك الكلية اصحبتي ومتتعرفيش كيفاش تنحملو راه قولي عرفتيه مشهور ولصقتي فيه باش تهشري وهنتي تشهرتي من المزيان ..لي عطا زكو اختي مكاينش لي فكو,1
2073,اولي مال هادي  قاتلك منسمحش لشي حد يحط يدو ههههههه 😰😰😰😰😰😰😰,1
224,تفو على مستوى,1
4703,الله يسترنا,0
136,اش هدا زبل تتجبو,1
5853,السلام عليكم ورحمه الله وبركاته بغيتكم المغاربه ديالنا دعموني عندي المحتوى زوين ما نبقاوش ندعموا الفضائح نشوفو الناس اللي عندهم المحتوى زوي والله العظيم الا دعيت لكل شخص دار لي ابوني من كل قلبي الله يفرجها عليكم دنيا واخره ويرزق تيسير من الحياه لا يحتسب ويخلي لها اعز ما عنده يا ربي,0
7387,هاد بنت هيا لي بانت ليا قلت لحق في كاع دوك ناس كاملين زيرو عاطفة قلت لحق,0
1202,على وجه دوك الوليدات باش مايكونوش ضحايا ودوك الوالدين ارحموها... ولي نشر هو اللي خاصو يتعاقب... الله أمر بستر عرض المسلمين,0
5316,عذاب الله أشد اتقي الله وتوبي كتاب لك عمر جديد,0
5946,ختي الي كان خو راجلك عندو الفلوس يتزوااج بيا نكمل دارنا في البني هو زوين مابغهش سيفتيه ليا ختي🥰,0
911,انا مفهمتش ناس كيتقدمو ب المونتاج وحنا للمغربة راجعين بيه اللور تجيب دري صغير يدير فيديو كليب حسن من هذا,1
155,طلعتي شماتة الميلودية سير دير تحليل الأبوة وشوف دوك ولاد الباطرونة ايمان واش بصح ولادك 😂😂😂,1
6410,قناة اخبارية   شريفة     ههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,1
2770,آلله يرد بيك اولدي سري ياشوف تفي آلله يعطيك موصيبة فضحتي الولد,1
5950,هي خطئات لكن الخطأ الكبير دياك ولد الحراااام لي صورها لا حول ولا قوة الا بالله العلي العظيم,1
4335,اللهم صل وسلم على سيدنا محمد الحبيب ممكن تدعموني على قناتي شكرآ,0
7287,العز والنصر.....دائما حرة,0
4029,كندوز فوقت صعيب بزاف وكلشي كحل قدامي حاجة وحدة كنرتاح فيها هي القناة ليدرت على قبلكم ماتحشمونيش أحبيباتي,0
6997,الله يعطيكم العز,0
192,نصيحة مني بقاااو تسدو طروات نتع الزبل حشاكم راه كيسرقو منهم كلمات الاغاني,1
6368,تهلا في هاذ البنت راها مظلومة باركا من الفيديوهات,0
7785,شجعو القران الكريم الله احفضكم,0
7804,الشمات ترجال معك الملولى,1
6611,الله يهديك😥,0
5462,"المال اومايدير الله ايلطف بينا اونجي اولاد الامة اللهم لاشماتة""",0
5234,هديك صحافية الله يمسخك,1
5192,واش هادا عندو عاءلتو خاصو السبيطار مسكين راه هببل,1
4973,ختي الله يسترك مزال صغيرة وطريق قدامك وكنتي مجبرة ماشي الخاطرك,0
820,بغيت الشلل لهاد شوف الخرا تفوووووو,1
72,الشيخات اللي كيفوتو الاربعين كياكلوالعصا خخخخخخ هههههههههه خرا ديال الضحك,1
3289,اللهم استرنا فوق الارض وتحت الارض ويوم العرض انا كنحيي هاد الام مسكينة راه معدبة البنت خاصها طبيب نفسي اما الخبرة راها بنت وملامحها بنت ونعومة صوتعا بنت,0
6294,شووهة تيفي قناة الصـ ـهيوو ماسـ ـوون لي داروووها صهـ ـيوو ماسـ ـون هما اسـ ـرائييل وصَهَاينة مريكان تكرهوووك بزاااف مكرهووكش تمـ ـوووت انت وعائلتك كاملا مبقا فيكم تا واحد هما لي تجيبو سـ ـواعدا للمغرب و كجـ ـوعو لمغربية باش بنتها المدلـ ـولة الشايـ ـطة تبيع وتشري فتقبتها لزوجي السعـ ـودي وتركي وهما لي دخلو لكم افارقة بزاااف باش يطمـ ـسووكم كتر ما نتوما مطومـ ـووسين,1
457,مك اكبر غلط دارت فحياتها هي منين سمحات ليك دير المسرح كون زيرات معاك السمطة كون راك داير شي فائدة فحياتك,1
7543,اللي فيه الفضول يسمع لندى يتفرج فالقنوات اللي تتسرق ليها المحتوى باش متطلعش ليها القناة,0
1707,زيدوها على بنت سعيد عويطة,0
5412,سرك والله حتى راجل اويلي نتما عيقتوا بزاف معرفنكم متزوجين ولا صحبات افلام الاباحية,1
1397,سري قتل نسيبك ولد اءنتقم منه وهنونا هدشي مرضنا تحنا مكنشوف هد فديوات,1
5605,حق مزيان,0
964,نات حدي غير ختك بعدا هههه,0
2797,علاش كتمشو مع دراري وتتنعسو معاهم وتجو تبكو,1
979,سبب هو ترك دين و عدم الخوف من الله و حب دنيا و صراحه لو كان في رجال ما كانت في دعاره اول شي رجل ما يرضة يعمل علاقة خرج نقاط الحلال و اهم شي اذا شاف بنت فقيرة لا يستغلو فقرها كتير من شباب بدفع فلوس علي العاهرات و لو شاف واحد محتاج مايعطيه حت ريال علاش و حت البنات كل شغلهم الفلوس المشكيل من بعد الموت اش غادي نقولو لله,1
1170,"راجل بمعنى الرجولة ودبا عاد غتزيد المعزة ديالك عندي""",0
2550,"و لا تبيع الحرة جسدها ...""",1
2492,الصور ممكن تكون فرطوشوب الحل الا بصاح حطو فيديو ومكانضنش شي مرآة معندهاش شي فيديو مع راجلها,0
2168,حرام عليكم جبتوليها لبسة ديال الراقصات بش تشطح وديرو على ضهرها  البوززز الله يخد فيكم الحق وربي غيبين في بناتكم وولادكم العلام الله ينتقم منكم نعلكم الله الى يوم الدين تفو على قناة ديال المنكر😡😡😡😡😡😡😡🍎🍎🍎🍎🍎🍎🍅🍅🍅🍅🍅🍅ديروو جيم باش اقراو هاد الميساج,1
3544,دبا هاد السيد اش بغى من هد البنت ديما مطلعها يشوه فيها مسكينة باقا صغيرة او العمر قدامها يا اما سترها او عيش معاها يا اما خليها تزوج شي انسان ولد الناس ميفضحهاش راها زونة ورزقها معرفاتو فين او نت ديما مبندها هدري على حقك هاد البنية بغات الستر او نت فضحتيها يعطيك فضيحة,1
3477,الله ياخد الحق في هاد الام وهاد الاب الله يعطيهم العداب حشى واش يكونوا اباء,1
2605,ربي سبحانه بغا يعذبك باش ديك الترمة ديالك تشد الارض وتستغفري انت الله,1
6007,زعما كارثة الله امسخكم غير لي وعدها شي حد تمشي تجري عندو الله اعطيكم عافية تركبكم,1
6620,علاش كاندخلو في اعراض الناس الانسان يشوف راسو هو الاول,0
1155,هذا الخبر يذكرني تماما باتهام إيران في حادث منى في الحج.,0
2502,هكذا نبغيوكم المغاربة الاحرار شوهتوه لانه كذاب ضحك على انسانة ضعيفة,1
6304,قناة الإبداع الأمازيغي .. مرحبا بالجميع,0
7792,الا بغيت،الشعب المغربي نفقصو،ندى وصلو الاغنية الطوندوس,0
6797,موهبة تستقح الذفن,1
3178,الله يعطيكم العذاب أو نتوما عقلكم في غير الجنس الحيونات المنوية ديال بصح تفو وتجيكوم في الراس الحيوانات,1
2193,لا بد من الرجوع الى الله لأن الإسلام دين الرحمة والمغفرة مش العنف,0
6097,وقتكم دير لبغيتي ولكن كون غير جيتي في وقت دريس بصري كنت غادي تكون راجل يديك تحرث ليه ارض في سطات حتى تقصاح عاد يدخلك لعسكر ومن بعد يحطك في الحدود .زهقتي لا انت  ولا غيرك .نصيحة لكل شاب باغي يتزوج قول لماماك تقلب مزيان هادي لغادي تزوج بيها راه ولينا قحال لبنان نص نساء  لا تصلح للزواج وربع مخنث 👆والباقي بن اشرف الفتيات خصك تحزم لهاته النقطة الأخيرة  اخي الشاب المؤمن .,1
